Name1	Name	Desc	Level1	Level2	Level3	Level4	Level5	Level6	Level7	Level8	V1	added 
S52364P	S52.364P	Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.364	S52.364P	S52364P Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with malunion	1
S52364Q	S52.364Q	Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.364	S52.364Q	S52364Q Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with malunion	1
S52364R	S52.364R	Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.364	S52.364R	S52364R Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	1
S52364S	S52.364S	Nondisplaced segmental fracture of shaft of radius, right arm, sequela	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.364	S52.364S	S52364S Nondisplaced segmental fracture of shaft of radius, right arm, sequela	1
S52365	S52.365	Nondisplaced segmental fracture of shaft of radius, left arm	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.365		NA	0
S52365A	S52.365A	Nondisplaced segmental fracture of shaft of radius, left arm, initial encounter for closed fracture	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.365	S52.365A	S52365A Nondisplaced segmental fracture of shaft of radius, left arm, initial encounter for closed fracture	1
S52365B	S52.365B	Nondisplaced segmental fracture of shaft of radius, left arm, initial encounter for open fracture type I or II	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.365	S52.365B	S52365B Nondisplaced segmental fracture of shaft of radius, left arm, initial encounter for open fracture type I or II	1
S52365C	S52.365C	Nondisplaced segmental fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.365	S52.365C	S52365C Nondisplaced segmental fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC	1
S52365D	S52.365D	Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.365	S52.365D	S52365D Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with routine healing	1
S52365E	S52.365E	Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.365	S52.365E	S52365E Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with routine healing	1
S52365F	S52.365F	Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.365	S52.365F	S52365F Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	1
S52365G	S52.365G	Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.365	S52.365G	S52365G Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with delayed healing	1
S52365H	S52.365H	Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.365	S52.365H	S52365H Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with delayed healing	1
S52365J	S52.365J	Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.365	S52.365J	S52365J Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	1
S52365K	S52.365K	Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.365	S52.365K	S52365K Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with nonunion	1
S52365M	S52.365M	Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.365	S52.365M	S52365M Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with nonunion	1
S52365N	S52.365N	Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.365	S52.365N	S52365N Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	1
S52365P	S52.365P	Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.365	S52.365P	S52365P Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with malunion	1
S52365Q	S52.365Q	Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.365	S52.365Q	S52365Q Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with malunion	1
S52365R	S52.365R	Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.365	S52.365R	S52365R Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	1
S52365S	S52.365S	Nondisplaced segmental fracture of shaft of radius, left arm, sequela	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.365	S52.365S	S52365S Nondisplaced segmental fracture of shaft of radius, left arm, sequela	1
S52366	S52.366	Nondisplaced segmental fracture of shaft of radius, unspecified arm	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.366		NA	0
S52366A	S52.366A	Nondisplaced segmental fracture of shaft of radius, unspecified arm, initial encounter for closed fracture	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.366	S52.366A	S52366A Nondisplaced segmental fracture of shaft of radius, unspecified arm, initial encounter for closed fracture	1
S52366B	S52.366B	Nondisplaced segmental fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.366	S52.366B	S52366B Nondisplaced segmental fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II	1
S52366C	S52.366C	Nondisplaced segmental fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.366	S52.366C	S52366C Nondisplaced segmental fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC	1
S52366D	S52.366D	Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.366	S52.366D	S52366D Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with routine healing	1
S52366E	S52.366E	Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.366	S52.366E	S52366E Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with routine healing	1
S52366F	S52.366F	Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.366	S52.366F	S52366F Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	1
S52366G	S52.366G	Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.366	S52.366G	S52366G Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with delayed healing	1
S52366H	S52.366H	Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.366	S52.366H	S52366H Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with delayed healing	1
S52366J	S52.366J	Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.366	S52.366J	S52366J Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	1
S52366K	S52.366K	Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.366	S52.366K	S52366K Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with nonunion	1
S52366M	S52.366M	Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.366	S52.366M	S52366M Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with nonunion	1
S52366N	S52.366N	Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.366	S52.366N	S52366N Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	1
S52366P	S52.366P	Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.366	S52.366P	S52366P Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with malunion	1
S52366Q	S52.366Q	Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.366	S52.366Q	S52366Q Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with malunion	1
S52366R	S52.366R	Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.366	S52.366R	S52366R Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	1
S52366S	S52.366S	Nondisplaced segmental fracture of shaft of radius, unspecified arm, sequela	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.366	S52.366S	S52366S Nondisplaced segmental fracture of shaft of radius, unspecified arm, sequela	1
S5237	S52.37	Galeazzi's fracture	Root	S00-T88	S50-S59	S52	S52.3	S52.37			NA	0
S52371	S52.371	Galeazzi's fracture of right radius	Root	S00-T88	S50-S59	S52	S52.3	S52.37	S52.371		NA	0
S52371A	S52.371A	Galeazzi's fracture of right radius, initial encounter for closed fracture	Root	S00-T88	S50-S59	S52	S52.3	S52.37	S52.371	S52.371A	S52371A Galeazzi's fracture of right radius, initial encounter for closed fracture	1
S52371B	S52.371B	Galeazzi's fracture of right radius, initial encounter for open fracture type I or II	Root	S00-T88	S50-S59	S52	S52.3	S52.37	S52.371	S52.371B	S52371B Galeazzi's fracture of right radius, initial encounter for open fracture type I or II	1
S52371C	S52.371C	Galeazzi's fracture of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC	Root	S00-T88	S50-S59	S52	S52.3	S52.37	S52.371	S52.371C	S52371C Galeazzi's fracture of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC	1
S52371D	S52.371D	Galeazzi's fracture of right radius, subsequent encounter for closed fracture with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.37	S52.371	S52.371D	S52371D Galeazzi's fracture of right radius, subsequent encounter for closed fracture with routine healing	1
S52371E	S52.371E	Galeazzi's fracture of right radius, subsequent encounter for open fracture type I or II with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.37	S52.371	S52.371E	S52371E Galeazzi's fracture of right radius, subsequent encounter for open fracture type I or II with routine healing	1
S52371F	S52.371F	Galeazzi's fracture of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.37	S52.371	S52.371F	S52371F Galeazzi's fracture of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	1
