Name1	Name	Desc	Level1	Level2	Level3	Level4	Level5	Level6	Level7	Level8	V1	added 
S52355D	S52.355D	Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.355	S52.355D	S52355D Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with routine healing	1
S52355E	S52.355E	Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.355	S52.355E	S52355E Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with routine healing	1
S52355F	S52.355F	Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.355	S52.355F	S52355F Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	1
S52355G	S52.355G	Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.355	S52.355G	S52355G Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with delayed healing	1
S52355H	S52.355H	Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.355	S52.355H	S52355H Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with delayed healing	1
S52355J	S52.355J	Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.355	S52.355J	S52355J Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	1
S52355K	S52.355K	Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.355	S52.355K	S52355K Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with nonunion	1
S52355M	S52.355M	Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.355	S52.355M	S52355M Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with nonunion	1
S52355N	S52.355N	Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.355	S52.355N	S52355N Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	1
S52355P	S52.355P	Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.355	S52.355P	S52355P Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with malunion	1
S52355Q	S52.355Q	Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.355	S52.355Q	S52355Q Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with malunion	1
S52355R	S52.355R	Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.355	S52.355R	S52355R Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	1
S52355S	S52.355S	Nondisplaced comminuted fracture of shaft of radius, left arm, sequela	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.355	S52.355S	S52355S Nondisplaced comminuted fracture of shaft of radius, left arm, sequela	1
S52356	S52.356	Nondisplaced comminuted fracture of shaft of radius, unspecified arm	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.356		NA	0
S52356A	S52.356A	Nondisplaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for closed fracture	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.356	S52.356A	S52356A Nondisplaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for closed fracture	1
S52356B	S52.356B	Nondisplaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.356	S52.356B	S52356B Nondisplaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II	1
S52356C	S52.356C	Nondisplaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.356	S52.356C	S52356C Nondisplaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC	1
S52356D	S52.356D	Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.356	S52.356D	S52356D Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with routine healing	1
S52356E	S52.356E	Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.356	S52.356E	S52356E Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with routine healing	1
S52356F	S52.356F	Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.356	S52.356F	S52356F Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	1
S52356G	S52.356G	Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.356	S52.356G	S52356G Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with delayed healing	1
S52356H	S52.356H	Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.356	S52.356H	S52356H Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with delayed healing	1
S52356J	S52.356J	Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.356	S52.356J	S52356J Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	1
S52356K	S52.356K	Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.356	S52.356K	S52356K Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with nonunion	1
S52356M	S52.356M	Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.356	S52.356M	S52356M Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with nonunion	1
S52356N	S52.356N	Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.356	S52.356N	S52356N Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	1
S52356P	S52.356P	Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.356	S52.356P	S52356P Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with malunion	1
S52356Q	S52.356Q	Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.356	S52.356Q	S52356Q Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with malunion	1
S52356R	S52.356R	Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.356	S52.356R	S52356R Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	1
S52356S	S52.356S	Nondisplaced comminuted fracture of shaft of radius, unspecified arm, sequela	Root	S00-T88	S50-S59	S52	S52.3	S52.35	S52.356	S52.356S	S52356S Nondisplaced comminuted fracture of shaft of radius, unspecified arm, sequela	1
S5236	S52.36	Segmental fracture of shaft of radius	Root	S00-T88	S50-S59	S52	S52.3	S52.36			NA	0
S52361	S52.361	Displaced segmental fracture of shaft of radius, right arm	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.361		NA	0
S52361A	S52.361A	Displaced segmental fracture of shaft of radius, right arm, initial encounter for closed fracture	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.361	S52.361A	S52361A Displaced segmental fracture of shaft of radius, right arm, initial encounter for closed fracture	1
S52361B	S52.361B	Displaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture type I or II	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.361	S52.361B	S52361B Displaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture type I or II	1
S52361C	S52.361C	Displaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.361	S52.361C	S52361C Displaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC	1
S52361D	S52.361D	Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.361	S52.361D	S52361D Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with routine healing	1
S52361E	S52.361E	Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.361	S52.361E	S52361E Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with routine healing	1
S52361F	S52.361F	Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.361	S52.361F	S52361F Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	1
S52361G	S52.361G	Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.361	S52.361G	S52361G Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with delayed healing	1
S52361H	S52.361H	Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.361	S52.361H	S52361H Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with delayed healing	1
S52361J	S52.361J	Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.361	S52.361J	S52361J Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	1
S52361K	S52.361K	Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.361	S52.361K	S52361K Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with nonunion	1
S52361M	S52.361M	Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.361	S52.361M	S52361M Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with nonunion	1
S52361N	S52.361N	Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.361	S52.361N	S52361N Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	1
S52361P	S52.361P	Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.361	S52.361P	S52361P Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with malunion	1
S52361Q	S52.361Q	Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.361	S52.361Q	S52361Q Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with malunion	1
S52361R	S52.361R	Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.361	S52.361R	S52361R Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	1
S52361S	S52.361S	Displaced segmental fracture of shaft of radius, right arm, sequela	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.361	S52.361S	S52361S Displaced segmental fracture of shaft of radius, right arm, sequela	1
S52362	S52.362	Displaced segmental fracture of shaft of radius, left arm	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.362		NA	0
S52362A	S52.362A	Displaced segmental fracture of shaft of radius, left arm, initial encounter for closed fracture	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.362	S52.362A	S52362A Displaced segmental fracture of shaft of radius, left arm, initial encounter for closed fracture	1
S52362B	S52.362B	Displaced segmental fracture of shaft of radius, left arm, initial encounter for open fracture type I or II	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.362	S52.362B	S52362B Displaced segmental fracture of shaft of radius, left arm, initial encounter for open fracture type I or II	1
S52362C	S52.362C	Displaced segmental fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.362	S52.362C	S52362C Displaced segmental fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC	1
S52362D	S52.362D	Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.362	S52.362D	S52362D Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with routine healing	1
S52362E	S52.362E	Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.362	S52.362E	S52362E Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with routine healing	1
S52362F	S52.362F	Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.362	S52.362F	S52362F Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	1
S52362G	S52.362G	Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.362	S52.362G	S52362G Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with delayed healing	1
S52362H	S52.362H	Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.362	S52.362H	S52362H Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with delayed healing	1
S52362J	S52.362J	Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.362	S52.362J	S52362J Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	1
S52362K	S52.362K	Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.362	S52.362K	S52362K Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with nonunion	1
S52362M	S52.362M	Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.362	S52.362M	S52362M Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with nonunion	1
S52362N	S52.362N	Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.362	S52.362N	S52362N Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	1
S52362P	S52.362P	Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.362	S52.362P	S52362P Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with malunion	1
S52362Q	S52.362Q	Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.362	S52.362Q	S52362Q Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with malunion	1
S52362R	S52.362R	Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.362	S52.362R	S52362R Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	1
S52362S	S52.362S	Displaced segmental fracture of shaft of radius, left arm, sequela	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.362	S52.362S	S52362S Displaced segmental fracture of shaft of radius, left arm, sequela	1
S52363	S52.363	Displaced segmental fracture of shaft of radius, unspecified arm	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.363		NA	0
S52363A	S52.363A	Displaced segmental fracture of shaft of radius, unspecified arm, initial encounter for closed fracture	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.363	S52.363A	S52363A Displaced segmental fracture of shaft of radius, unspecified arm, initial encounter for closed fracture	1
S52363B	S52.363B	Displaced segmental fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.363	S52.363B	S52363B Displaced segmental fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II	1
S52363C	S52.363C	Displaced segmental fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.363	S52.363C	S52363C Displaced segmental fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC	1
S52363D	S52.363D	Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.363	S52.363D	S52363D Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with routine healing	1
S52363E	S52.363E	Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.363	S52.363E	S52363E Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with routine healing	1
S52363F	S52.363F	Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.363	S52.363F	S52363F Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	1
S52363G	S52.363G	Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.363	S52.363G	S52363G Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with delayed healing	1
S52363H	S52.363H	Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.363	S52.363H	S52363H Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with delayed healing	1
S52363J	S52.363J	Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.363	S52.363J	S52363J Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	1
S52363K	S52.363K	Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.363	S52.363K	S52363K Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with nonunion	1
S52363M	S52.363M	Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.363	S52.363M	S52363M Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with nonunion	1
S52363N	S52.363N	Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.363	S52.363N	S52363N Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	1
S52363P	S52.363P	Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.363	S52.363P	S52363P Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with malunion	1
S52363Q	S52.363Q	Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.363	S52.363Q	S52363Q Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with malunion	1
S52363R	S52.363R	Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.363	S52.363R	S52363R Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	1
S52363S	S52.363S	Displaced segmental fracture of shaft of radius, unspecified arm, sequela	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.363	S52.363S	S52363S Displaced segmental fracture of shaft of radius, unspecified arm, sequela	1
S52364	S52.364	Nondisplaced segmental fracture of shaft of radius, right arm	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.364		NA	0
S52364A	S52.364A	Nondisplaced segmental fracture of shaft of radius, right arm, initial encounter for closed fracture	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.364	S52.364A	S52364A Nondisplaced segmental fracture of shaft of radius, right arm, initial encounter for closed fracture	1
S52364B	S52.364B	Nondisplaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture type I or II	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.364	S52.364B	S52364B Nondisplaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture type I or II	1
S52364C	S52.364C	Nondisplaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.364	S52.364C	S52364C Nondisplaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC	1
S52364D	S52.364D	Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.364	S52.364D	S52364D Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with routine healing	1
S52364E	S52.364E	Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.364	S52.364E	S52364E Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with routine healing	1
S52364F	S52.364F	Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.364	S52.364F	S52364F Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	1
S52364G	S52.364G	Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.364	S52.364G	S52364G Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with delayed healing	1
S52364H	S52.364H	Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.364	S52.364H	S52364H Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with delayed healing	1
S52364J	S52.364J	Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.364	S52.364J	S52364J Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	1
S52364K	S52.364K	Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.364	S52.364K	S52364K Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with nonunion	1
S52364M	S52.364M	Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.364	S52.364M	S52364M Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with nonunion	1
S52364N	S52.364N	Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	Root	S00-T88	S50-S59	S52	S52.3	S52.36	S52.364	S52.364N	S52364N Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	1
